antecedent,consequent,support,confidence
"('Rash Guard', 'Socks', 'Sweatshirts')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Hoodies',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Running Shoe',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Dry Fit V-Nick', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Hoodies', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Hoodies', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Modern Pants', 'Running Shoe')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Dry Fit V-Nick', 'Modern Pants', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Hoodies', 'Modern Pants', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts')","('Modern Pants', 'Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')","('Modern Pants', 'Running Shoe')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Hoodies', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Hoodies', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Modern Pants', 'Running Shoe')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Hoodies', 'Modern Pants', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks', 'Tech Pants')","('Modern Pants', 'Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Hoodies',)",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Running Shoe',)",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Hoodies', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Hoodies', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Hoodies', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Modern Pants', 'Running Shoe')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Modern Pants', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Modern Pants', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Hoodies', 'Modern Pants', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Hoodies', 'Modern Pants', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Hoodies', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Modern Pants', 'Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Modern Pants', 'Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Running Shoe', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Modern Pants', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Hoodies', 'Modern Pants', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts')","('Modern Pants', 'Running Shoe', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Modern Pants', 'Running Shoe')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Modern Pants', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Sweatshirts', 'Tech Pants')","('Modern Pants', 'Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Running Shoe', 'Swimming Shirt')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Running Shoe', 'Swimming Shirt')","('Tech Pants',)",0.25,0.8333333333333334
"('Running Shoe', 'Swimming Shirt')","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Running Shoe', 'Swimming Shirt')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Running Shoe', 'Swimming Shirt')","('Rash Guard', 'Tech Pants')",0.25,0.8333333333333334
"('Running Shoe', 'Swimming Shirt')","('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Modern Pants',)",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Socks',)",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Sweatshirts',)",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Swimming Shirt',)",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Dry Fit V-Nick', 'Swimming Shirt')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Modern Pants', 'Rash Guard')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Modern Pants', 'Socks')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Modern Pants', 'Sweatshirts')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Rash Guard', 'Swimming Shirt')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Running Shoe', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Soccer Shoe',)","('Hoodies',)",0.25,0.8333333333333334
"('Soccer Shoe',)","('Modern Pants',)",0.25,0.8333333333333334
"('Soccer Shoe',)","('Rash Guard',)",0.25,0.8333333333333334
"('Soccer Shoe',)","('Socks',)",0.25,0.8333333333333334
"('Soccer Shoe',)","('Sweatshirts',)",0.25,0.8333333333333334
"('Soccer Shoe',)","('Tech Pants',)",0.25,0.8333333333333334
"('Soccer Shoe',)","('Dry Fit V-Nick', 'Hoodies')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Hoodies', 'Tech Pants')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Modern Pants', 'Socks')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Modern Pants', 'Sweatshirts')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Rash Guard', 'Tech Pants')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Dry Fit V-Nick', 'Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Dry Fit V-Nick', 'Hoodies', 'Tech Pants')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Hoodies', 'Rash Guard', 'Tech Pants')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Soccer Shoe',)","('Dry Fit V-Nick', 'Hoodies', 'Rash Guard', 'Tech Pants')",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants')",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Modern Pants')",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Modern Pants', 'Running Shoe')",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants', 'Rash Guard')",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Modern Pants', 'Rash Guard')",0.25,0.8333333333333334
"('Socks', 'Sweatshirts', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Hoodies', 'Modern Pants')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Hoodies', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Modern Pants', 'Running Shoe')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants', 'Rash Guard')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Hoodies', 'Modern Pants', 'Rash Guard')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Hoodies', 'Modern Pants', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Hoodies', 'Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Modern Pants', 'Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Rash Guard', 'Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants', 'Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Hoodies', 'Modern Pants', 'Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Socks', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Hoodies', 'Modern Pants')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Hoodies', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Modern Pants', 'Running Shoe')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants', 'Rash Guard')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Hoodies', 'Modern Pants', 'Rash Guard')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Hoodies', 'Modern Pants', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Hoodies', 'Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Modern Pants', 'Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Rash Guard', 'Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Modern Pants', 'Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Hoodies', 'Modern Pants', 'Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Sweatshirts', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Running Shoe', 'Sweatshirts')","('Modern Pants',)",0.45,0.8181818181818181
"('Swimming Shirt',)","('Dry Fit V-Nick',)",0.45,0.8181818181818181
"('Swimming Shirt',)","('Dry Fit V-Nick', 'Rash Guard')",0.45,0.8181818181818181
"('Dry Fit V-Nick',)","('Tech Pants',)",0.4,0.8
"('Dry Fit V-Nick',)","('Rash Guard', 'Tech Pants')",0.4,0.8
"('Dry Fit V-Nick', 'Rash Guard')","('Tech Pants',)",0.4,0.8
"('Modern Pants',)","('Running Shoe', 'Socks')",0.4,0.8
"('Modern Pants',)","('Running Shoe', 'Socks', 'Sweatshirts')",0.4,0.8
"('Modern Pants', 'Sweatshirts')","('Running Shoe', 'Socks')",0.4,0.8
"('Running Shoe', 'Socks', 'Sweatshirts')","('Modern Pants',)",0.4,0.8
"('Running Shoe',)","('Socks',)",0.55,0.7857142857142858
"('Running Shoe',)","('Sweatshirts',)",0.55,0.7857142857142858
"('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt')","('Tech Pants',)",0.35,0.7777777777777777
"('Dry Fit V-Nick', 'Swimming Shirt')","('Tech Pants',)",0.35,0.7777777777777777
"('Dry Fit V-Nick', 'Swimming Shirt')","('Rash Guard', 'Tech Pants')",0.35,0.7777777777777777
"('Rash Guard', 'Tech Pants')","('Swimming Shirt',)",0.35,0.7777777777777777
"('Rash Guard', 'Tech Pants')","('Dry Fit V-Nick', 'Hoodies')",0.35,0.7777777777777777
"('Rash Guard', 'Tech Pants')","('Dry Fit V-Nick', 'Swimming Shirt')",0.35,0.7777777777777777
"('Tech Pants',)","('Swimming Shirt',)",0.35,0.7777777777777777
"('Tech Pants',)","('Dry Fit V-Nick', 'Hoodies')",0.35,0.7777777777777777
"('Tech Pants',)","('Dry Fit V-Nick', 'Swimming Shirt')",0.35,0.7777777777777777
"('Tech Pants',)","('Rash Guard', 'Swimming Shirt')",0.35,0.7777777777777777
"('Tech Pants',)","('Dry Fit V-Nick', 'Hoodies', 'Rash Guard')",0.35,0.7777777777777777
"('Tech Pants',)","('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt')",0.35,0.7777777777777777
"('Socks',)","('Running Shoe', 'Sweatshirts')",0.5,0.7692307692307692
"('Sweatshirts',)","('Modern Pants',)",0.5,0.7692307692307692
"('Sweatshirts',)","('Running Shoe', 'Socks')",0.5,0.7692307692307692
"('Rash Guard',)","('Tech Pants',)",0.45,0.75
"('Rash Guard',)","('Dry Fit V-Nick', 'Swimming Shirt')",0.45,0.75
"('Socks', 'Sweatshirts')","('Modern Pants',)",0.45,0.75
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Hoodies', 'Swimming Shirt')",0.3,0.7499999999999999
"('Dry Fit V-Nick', 'Tech Pants')","('Hoodies', 'Swimming Shirt')",0.3,0.7499999999999999
"('Dry Fit V-Nick', 'Tech Pants')","('Hoodies', 'Rash Guard', 'Swimming Shirt')",0.3,0.7499999999999999
"('Hoodies',)","('Swimming Shirt',)",0.3,0.7499999999999999
"('Hoodies',)","('Dry Fit V-Nick', 'Swimming Shirt')",0.3,0.7499999999999999
"('Hoodies',)","('Rash Guard', 'Swimming Shirt')",0.3,0.7499999999999999
"('Hoodies',)","('Swimming Shirt', 'Tech Pants')",0.3,0.7499999999999999
"('Hoodies',)","('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt')",0.3,0.7499999999999999
"('Hoodies',)","('Dry Fit V-Nick', 'Swimming Shirt', 'Tech Pants')",0.3,0.7499999999999999
"('Hoodies',)","('Rash Guard', 'Swimming Shirt', 'Tech Pants')",0.3,0.7499999999999999
"('Hoodies',)","('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt', 'Tech Pants')",0.3,0.7499999999999999
"('Hoodies', 'Rash Guard')","('Swimming Shirt',)",0.3,0.7499999999999999
"('Hoodies', 'Rash Guard')","('Dry Fit V-Nick', 'Swimming Shirt')",0.3,0.7499999999999999
"('Hoodies', 'Rash Guard')","('Swimming Shirt', 'Tech Pants')",0.3,0.7499999999999999
"('Hoodies', 'Rash Guard')","('Dry Fit V-Nick', 'Swimming Shirt', 'Tech Pants')",0.3,0.7499999999999999
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Swimming Shirt',)",0.3,0.7499999999999999
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Dry Fit V-Nick', 'Swimming Shirt')",0.3,0.7499999999999999
"('Hoodies', 'Tech Pants')","('Swimming Shirt',)",0.3,0.7499999999999999
"('Hoodies', 'Tech Pants')","('Dry Fit V-Nick', 'Swimming Shirt')",0.3,0.7499999999999999
"('Hoodies', 'Tech Pants')","('Rash Guard', 'Swimming Shirt')",0.3,0.7499999999999999
"('Hoodies', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt')",0.3,0.7499999999999999
"('Running Shoe', 'Socks')","('Modern Pants',)",0.4,0.7272727272727273
"('Running Shoe', 'Socks')","('Modern Pants', 'Sweatshirts')",0.4,0.7272727272727273
"('Running Shoe', 'Sweatshirts')","('Modern Pants', 'Socks')",0.4,0.7272727272727273
"('Running Shoe',)","('Socks', 'Sweatshirts')",0.5,0.7142857142857143
"('Dry Fit V-Nick', 'Hoodies')","('Soccer Shoe',)",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Hoodies')","('Rash Guard', 'Soccer Shoe')",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Hoodies')","('Soccer Shoe', 'Tech Pants')",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Hoodies')","('Rash Guard', 'Soccer Shoe', 'Tech Pants')",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Hoodies', 'Rash Guard')","('Soccer Shoe',)",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Hoodies', 'Rash Guard')","('Soccer Shoe', 'Tech Pants')",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Hoodies', 'Rash Guard', 'Tech Pants')","('Soccer Shoe',)",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Hoodies', 'Tech Pants')","('Soccer Shoe',)",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Hoodies', 'Tech Pants')","('Rash Guard', 'Soccer Shoe')",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt', 'Tech Pants')","('Running Shoe',)",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Swimming Shirt', 'Tech Pants')","('Running Shoe',)",0.25,0.7142857142857143
"('Dry Fit V-Nick', 'Swimming Shirt', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Dry Fit V-Nick',)",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Hoodies',)",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Modern Pants',)",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Socks',)",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Sweatshirts',)",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Dry Fit V-Nick', 'Swimming Shirt')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Hoodies', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Modern Pants', 'Socks')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Modern Pants', 'Sweatshirts')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Modern Pants', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Socks', 'Sweatshirts')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Socks', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Sweatshirts', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Swimming Shirt', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Dry Fit V-Nick', 'Swimming Shirt', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Modern Pants', 'Socks', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Modern Pants', 'Sweatshirts', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Running Shoe')","('Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.7142857142857143
